epoch,filename,val_loss,train_loss
000,hulccap_prefix-000.pt,2.727146875113249,2.7698535406700917
001,hulccap_prefix-001.pt,1.3784135840833187,1.4033004988762448
002,hulccap_prefix-002.pt,0.9923803759738803,0.9940155649853644
003,hulccap_prefix-003.pt,0.7486805850639939,0.7486934188370392
004,hulccap_prefix-004.pt,0.6503623742610216,0.6449211914777013
005,hulccap_prefix-005.pt,0.5886852452531457,0.5762711282459746
006,hulccap_prefix-006.pt,0.5484359562397003,0.5366398456312043
007,hulccap_prefix-007.pt,0.5273819314315915,0.5077402532286361
008,hulccap_prefix-008.pt,0.4688073415309191,0.4494276529531984
009,hulccap_prefix-009.pt,0.42499098600819707,0.40223829452865223
010,hulccap_prefix-010.pt,0.4023050176911056,0.38138937759807917
011,hulccap_prefix-011.pt,0.39766248036175966,0.37362070460557195
012,hulccap_prefix-012.pt,0.39181164698675275,0.37042062666928655
013,hulccap_prefix-013.pt,0.37579225841909647,0.34811333174646086
014,hulccap_prefix-014.pt,0.3622074401937425,0.3313953286947862
015,hulccap_prefix-015.pt,0.35041938768699765,0.32005600965468683
016,hulccap_prefix-016.pt,0.34955762699246407,0.320282627349702
017,hulccap_prefix-017.pt,0.34102424746379256,0.3093284781662475
018,hulccap_prefix-018.pt,0.3561407793313265,0.33054448139630377
019,hulccap_prefix-019.pt,0.3309703953564167,0.290772744753279
020,hulccap_prefix-020.pt,0.3400653153657913,0.29359179173488853
021,hulccap_prefix-021.pt,0.3363198544830084,0.28541947785196276
022,hulccap_prefix-022.pt,0.3308791182935238,0.2784399393934327
023,hulccap_prefix-023.pt,0.3301628385670483,0.2772777068466412
024,hulccap_prefix-024.pt,0.3296945681795478,0.2748270030612143
025,hulccap_prefix-025.pt,0.3253794312477112,0.26892701631580185
026,hulccap_prefix-026.pt,0.32271483773365617,0.26180449685203694
027,hulccap_prefix-027.pt,0.3317600474692881,0.26068468679705886
028,hulccap_prefix-028.pt,0.31387827871367335,0.2570335794924947
029,hulccap_prefix-029.pt,0.3081122348085046,0.24286585517018755
030,hulccap_prefix-030.pt,0.3207518011331558,0.25446414580783366
031,hulccap_prefix-031.pt,0.31895918352529407,0.24531087618193523
032,hulccap_prefix-032.pt,0.3228537547402084,0.24238496786708771
033,hulccap_prefix-033.pt,0.3306142289657146,0.23819400332984153
034,hulccap_prefix-034.pt,0.3213889515027404,0.23421067974277746
035,hulccap_prefix-035.pt,0.33340312354266644,0.2285460265718888
036,hulccap_prefix-036.pt,0.33472020365297794,0.22824242353625016
037,hulccap_prefix-037.pt,0.3334822447504848,0.22391910001496287
038,hulccap_prefix-038.pt,0.32418120838701725,0.22295858717967418
039,hulccap_prefix-039.pt,0.34733696724288166,0.21623078536393114
040,hulccap_prefix-040.pt,0.34033938008360565,0.21359159572287884
041,hulccap_prefix-041.pt,0.3360359468497336,0.2119946137209919
042,hulccap_prefix-042.pt,0.3400653782300651,0.19603558729556492
043,hulccap_prefix-043.pt,0.34812340582720935,0.20390061969140608
044,hulccap_prefix-044.pt,0.3477014924865216,0.19276285951382646
045,hulccap_prefix-045.pt,0.35916674323379993,0.19874788105859192
046,hulccap_prefix-046.pt,0.35819342639297247,0.18121096255066238
047,hulccap_prefix-047.pt,0.3513736389577389,0.17775234635745255
048,hulccap_prefix-048.pt,0.37037466815672815,0.16817727148811393
049,hulccap_prefix-049.pt,0.35661554080434144,0.17134552938730174
050,hulccap_prefix-050.pt,0.37026984756812453,0.17144538362356732
051,hulccap_prefix-051.pt,0.38734722742810845,0.16705757834458276
052,hulccap_prefix-052.pt,0.3871109066531062,0.16033242791426888
053,hulccap_prefix-053.pt,0.4026820652652532,0.16992685516768155
054,hulccap_prefix-054.pt,0.4072606237605214,0.14766642272565222
055,hulccap_prefix-055.pt,0.39928371319547296,0.15630320696351685
056,hulccap_prefix-056.pt,0.41427436377853155,0.14514725314122495
057,hulccap_prefix-057.pt,0.40940595511347055,0.14756619937230495
058,hulccap_prefix-058.pt,0.41122231679037213,0.13855054125050517
059,hulccap_prefix-059.pt,0.43860523169860244,0.12834409652190787
060,hulccap_prefix-060.pt,0.462807415984571,0.12651574658084883
061,hulccap_prefix-061.pt,0.4521133410744369,0.11519252569226089
062,hulccap_prefix-062.pt,0.4959879689849913,0.12450745186516057
063,hulccap_prefix-063.pt,0.4640774205327034,0.11589415234475864
064,hulccap_prefix-064.pt,0.48217429546639323,0.12061107496374121
065,hulccap_prefix-065.pt,0.4902901737950742,0.1062282619539451
